Function,Dimension,Algorithm,Run,Best Score
Trail,3,PSO,1,2.080766204263594
Trail,3,PSO,2,2.0789833403730564
Trail,3,PSO,3,2.0783753741780076
Trail,3,BEES,1,2.082085282736474
Trail,3,BEES,2,2.0820749725248495
Trail,3,BEES,3,2.0805553558331384
Trail,3,FIREFLY,1,2.192662765969857
Trail,3,FIREFLY,2,2.1620055570990537
Trail,3,FIREFLY,3,2.1344528274276615
