Function,Dimension,Algorithm,Run,Best Score
Siminonesku,2,PSO,1,-0.07199969899273445
Siminonesku,2,PSO,2,-0.07199964074474148
Siminonesku,2,PSO,3,-0.07199937911533777
Siminonesku,2,BEES,1,-0.07199905736696804
Siminonesku,2,BEES,2,-0.07199902060270424
Siminonesku,2,BEES,3,-0.07199908261974709
Siminonesku,2,FIREFLY,1,-0.07185510017995238
Siminonesku,2,FIREFLY,2,-0.07197887751132755
Siminonesku,2,FIREFLY,3,-0.07199045675448736
